ID,Z1,Z2,Z3,Z4,Z5,Z6,X,Y,X2,Y2,__X,__Y,Line
ridge,0.00166955729946,0.384728401899,4.34920120239,9.88144233105e-10,-2.56842036528e-09,1,372545.8125,5027004.0,372545.8125,5027004.0,372545.8125,5027004.0,16
ridge,0.00174958852585,0.387789994478,-7.54061889648,1.77339609664e-09,-4.57308368951e-09,1,372497.15625,5026813.0,372497.15625,5026813.0,372497.15625,5026813.0,16
ridge,0.00189262593631,0.594569325447,8.07772541046,3.45901662868e-09,-5.81768455632e-09,1,372489.15625,5026587.5,372489.15625,5026587.5,372489.15625,5026587.5,16
ridge,0.00213359599002,0.294309318066,51.6732368469,-2.67457322956e-09,-9.08762665119e-09,1,372434.78125,5026356.0,372434.78125,5026356.0,372434.78125,5026356.0,16
ridge,0.000926747452468,0.300471305847,41.9196586609,8.14733835952e-10,-2.71151967546e-09,1,374013.75,5026587.5,374013.75,5026587.5,374013.75,5026587.5,17
ridge,0.00094728381373,0.239877477288,6.18292188644,8.13334954941e-10,-3.39062666832e-09,1,374105.0,5026810.5,374105.0,5026810.5,374105.0,5026810.5,17
ridge,0.00100215221755,0.209473282099,-11.1344451904,-7.23904602928e-10,-3.45583250905e-09,1,374138.46875,5026988.0,374138.46875,5026988.0,374138.46875,5026988.0,17
ridge,0.00104783975985,0.147374883294,-31.3913269043,-4.95589680405e-10,-3.36278249691e-09,1,374058.09375,5027235.5,374058.09375,5027235.5,374058.09375,5027235.5,17
ridge,0.00104440853465,0.0971329808235,-22.2915344238,-1.71170133623e-10,-1.76222458848e-09,1,373986.25,5027394.5,373986.25,5027394.5,373986.25,5027394.5,17
ridge,0.00180878466927,0.632120907307,-3.69879150391,1.61055857539e-09,-2.54786480802e-09,1,368699.78125,5027206.5,368699.78125,5027206.5,368699.78125,5027206.5,18
ridge,0.00194597442169,0.412170112133,2.29805469513,-7.53458517799e-10,-1.82802806226e-09,1,368695.09375,5027396.0,368695.09375,5027396.0,368695.09375,5027396.0,18
ridge,0.00205066311173,0.286609619856,26.7181510925,-4.06957467725e-10,-1.41990164071e-09,1,368581.875,5027609.0,368581.875,5027609.0,368581.875,5027609.0,18
ridge,0.0020642215386,0.523365318775,49.8881263733,9.17786735499e-10,-1.75362546706e-09,1,368440.34375,5027752.0,368440.34375,5027752.0,368440.34375,5027752.0,18
ridge,0.00260982662439,0.696545422077,-83.3816146851,2.37893593713e-09,-3.41533490378e-09,1,369395.375,5028160.0,369395.375,5028160.0,369395.375,5028160.0,19
ridge,0.00257489341311,0.0991228669882,-69.0399017334,-4.15761869377e-10,-4.19440926436e-09,1,369206.09375,5028216.0,369206.09375,5028216.0,369206.09375,5028216.0,19
ridge,0.00248184381053,0.0282829534262,-67.1851959229,-9.69373470383e-11,-3.42741235393e-09,1,368965.625,5028318.5,368965.625,5028318.5,368965.625,5028318.5,19
ridge,0.00241442094557,0.1126691401,-76.0018005371,3.5587266467e-10,-3.15856385491e-09,1,368788.5625,5028354.0,368788.5625,5028354.0,368788.5625,5028354.0,19
ridge,0.00235671480186,0.0210758410394,-72.4513320923,-6.36557473399e-11,-3.02031821775e-09,1,368604.59375,5028414.5,368604.59375,5028414.5,368604.59375,5028414.5,19
